Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I
1.094846e+01,7.491798e-01,1.517428e-02,1.517428e-02,-4.188154e+00,1.589920e+00
1.101955e+01,9.651899e-01,3.868919e-02,3.868919e-02,-3.252195e+00,1.005934e+00
1.109065e+01,9.531918e-01,3.510836e-02,3.510836e-02,-3.349316e+00,1.391347e+00
1.116174e+01,8.212691e-01,-3.880567e-03,3.880567e-03,-5.551774e+00,1.233381e+00
1.123284e+01,7.656496e-01,-2.125176e-02,2.125176e-02,-3.851316e+00,4.889507e-01
1.130393e+01,8.595934e-01,-5.562951e-02,5.562951e-02,-2.889041e+00,9.199031e-01
1.137502e+01,7.161868e-01,-5.758590e-02,5.758590e-02,-2.854477e+00,1.758196e+00
1.144612e+01,7.552092e-01,-1.032001e-02,1.032001e-02,-4.573670e+00,1.846015e+00
1.151721e+01,7.600688e-01,-2.763344e-02,2.763344e-02,-3.588729e+00,-3.650678e-01
1.158831e+01,8.709997e-01,-5.901848e-02,5.901848e-02,-2.829905e+00,-1.587705e+00
1.165940e+01,7.825140e-01,-3.972005e-02,3.972005e-02,-3.225899e+00,-1.858917e+00
1.173049e+01,3.874331e-01,2.027764e-02,2.027764e-02,-3.898236e+00,-1.387101e+00
1.180159e+01,7.887452e-01,2.389798e-02,2.389798e-02,-3.733961e+00,-1.712681e+00
1.187268e+01,3.641610e-01,-1.289398e-02,1.289398e-02,-4.350995e+00,-4.008850e+00
1.194377e+01,8.787897e-01,9.427259e-03,9.427259e-03,-4.664150e+00,-2.173870e+00
1.201487e+01,9.490948e-01,-1.279424e-02,1.279424e-02,-4.358760e+00,-5.629014e-01
1.208596e+01,8.862227e-01,-3.218709e-02,3.218709e-02,-3.436190e+00,-2.986451e+00
1.215706e+01,8.987842e-01,-1.527001e-03,1.527001e-03,-6.484450e+00,-1.554772e+00
1.222815e+01,8.173875e-01,-2.348445e-02,2.348445e-02,-3.751417e+00,4.012507e-02
1.229924e+01,6.092185e-01,-2.409646e-02,2.409646e-02,-3.725690e+00,1.219852e+00
1.237034e+01,7.076066e-01,-6.670402e-04,6.670402e-04,-7.312660e+00,2.179617e+00
1.244143e+01,8.414707e-01,1.411719e-02,1.411719e-02,-4.260362e+00,4.703381e+00
1.251253e+01,8.505006e-01,3.185332e-02,3.185332e-02,-3.446614e+00,1.434461e+00
1.258362e+01,8.236524e-01,-3.793750e-02,3.793750e-02,-3.271815e+00,1.434489e+00
1.265471e+01,5.576427e-01,-2.901225e-02,2.901225e-02,-3.540037e+00,1.962469e+00
1.272581e+01,6.412226e-01,5.956372e-02,5.956372e-02,-2.820709e+00,-7.069884e-01
1.279690e+01,7.486676e-01,-6.513491e-03,6.513491e-03,-5.033880e+00,-1.304744e+00
1.286800e+01,8.314464e-01,-1.003682e-02,1.003682e-02,-4.601495e+00,-3.620106e+00
1.293909e+01,8.653754e-01,-1.379898e-02,1.379898e-02,-4.283161e+00,-1.239718e+00
1.301018e+01,7.146955e-01,-3.513387e-02,3.513387e-02,-3.348590e+00,1.036733e-01
1.308128e+01,5.997046e-01,-1.899337e-02,1.899337e-02,-3.963665e+00,1.871712e+00
1.315237e+01,7.690883e-01,-1.184606e-03,1.184606e-03,-6.738345e+00,1.498672e+00
1.322346e+01,8.374708e-01,-6.252493e-02,6.252493e-02,-2.772190e+00,1.651423e+00
1.329456e+01,7.951633e-01,-3.278229e-02,3.278229e-02,-3.417867e+00,7.658411e-01
1.336565e+01,6.375577e-01,-2.163078e-02,2.163078e-02,-3.833638e+00,-4.728829e-01
