Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I
2.195743e+01,1.178193e-01,-6.402182e+04,6.402182e+04,1.106698e+01,2.399157e-03
2.207485e+01,1.111396e-01,-6.401922e+04,6.401922e+04,1.106694e+01,2.529993e-03
2.219227e+01,1.163182e-01,-6.407061e+04,6.407061e+04,1.106774e+01,1.123790e-03
2.230969e+01,1.315772e-01,-6.416920e+04,6.416920e+04,1.106928e+01,-6.065221e-04
2.242711e+01,1.263976e-01,-6.416884e+04,6.416884e+04,1.106927e+01,-7.858592e-04
2.254453e+01,9.234443e-02,-6.411938e+04,6.411938e+04,1.106850e+01,-6.818265e-04
2.266195e+01,9.472661e-02,-6.397007e+04,6.397007e+04,1.106617e+01,-1.705838e-03
2.277936e+01,1.197785e-01,-6.392050e+04,6.392050e+04,1.106540e+01,-2.167106e-03
2.289678e+01,1.207206e-01,-6.407003e+04,6.407003e+04,1.106773e+01,-1.434782e-03
2.301420e+01,1.096958e-01,-6.411680e+04,6.411680e+04,1.106846e+01,-3.619124e-04
2.313162e+01,1.166010e-01,-6.401652e+04,6.401652e+04,1.106690e+01,9.772612e-04
2.324904e+01,1.105473e-01,-6.401508e+04,6.401508e+04,1.106687e+01,1.205986e-03
2.336646e+01,1.090845e-01,-6.401274e+04,6.401274e+04,1.106684e+01,-3.258512e-04
2.348388e+01,1.185283e-01,-6.401252e+04,6.401252e+04,1.106683e+01,-8.736232e-04
2.360130e+01,1.227507e-01,-6.406523e+04,6.406523e+04,1.106766e+01,-1.068962e-03
2.371872e+01,1.034439e-01,-6.411312e+04,6.411312e+04,1.106840e+01,-1.026307e-03
2.383614e+01,9.696722e-02,-6.401231e+04,6.401231e+04,1.106683e+01,-9.881112e-04
2.395356e+01,1.074434e-01,-6.395929e+04,6.395929e+04,1.106600e+01,-9.755340e-04
2.407098e+01,1.125100e-01,-6.391301e+04,6.391301e+04,1.106528e+01,-4.968596e-04
2.418840e+01,1.163652e-01,-6.401407e+04,6.401407e+04,1.106686e+01,8.484871e-04
2.430582e+01,1.250928e-01,-6.401475e+04,6.401475e+04,1.106687e+01,1.757442e-03
2.442324e+01,1.230486e-01,-6.401471e+04,6.401471e+04,1.106687e+01,1.769309e-03
2.454066e+01,1.215827e-01,-6.406804e+04,6.406804e+04,1.106770e+01,1.198395e-03
2.465807e+01,1.331294e-01,-6.411383e+04,6.411383e+04,1.106842e+01,9.166565e-06
2.477549e+01,1.314320e-01,-6.401690e+04,6.401690e+04,1.106690e+01,-3.056880e-04
2.489291e+01,1.277101e-01,-6.401763e+04,6.401763e+04,1.106691e+01,-6.344512e-04
2.501033e+01,1.218217e-01,-6.401955e+04,6.401955e+04,1.106694e+01,-9.295304e-04
2.512775e+01,1.255350e-01,-6.402283e+04,6.402283e+04,1.106700e+01,-1.534888e-04
2.524517e+01,1.312860e-01,-6.402246e+04,6.402246e+04,1.106699e+01,1.487287e-03
2.536259e+01,1.362792e-01,-6.402214e+04,6.402214e+04,1.106698e+01,1.213382e-03
2.548001e+01,1.218034e-01,-6.402784e+04,6.402784e+04,1.106707e+01,8.776068e-04
2.559743e+01,1.157639e-01,-6.408529e+04,6.408529e+04,1.106797e+01,1.003120e-03
2.571485e+01,1.123593e-01,-6.412999e+04,6.412999e+04,1.106867e+01,1.369633e-03
2.583227e+01,1.226602e-01,-6.403912e+04,6.403912e+04,1.106725e+01,7.064922e-04
2.594969e+01,1.190342e-01,-6.403679e+04,6.403679e+04,1.106721e+01,2.491403e-05
2.606711e+01,1.241425e-01,-6.409123e+04,6.409123e+04,1.106806e+01,-1.837346e-04
2.618453e+01,1.284725e-01,-6.413227e+04,6.413227e+04,1.106870e+01,4.539321e-04
2.630195e+01,1.212032e-01,-6.404387e+04,6.404387e+04,1.106732e+01,6.492791e-04
2.641937e+01,1.087769e-01,-6.404755e+04,6.404755e+04,1.106738e+01,5.021432e-05
2.653679e+01,1.128014e-01,-6.410014e+04,6.410014e+04,1.106820e+01,-6.467717e-04
2.665420e+01,1.131078e-01,-6.414193e+04,6.414193e+04,1.106885e+01,-2.858844e-04
